e156;s2;b2;F;A2;17;18
e157;s2;b2;F;A2;18;19
e158;s2;b2;F;A2;19;20
e159;s2;b2;F;A1;20;21
e160;s2;b2;F;A1;21;22
e161;s3;b2;M;A1;6;7
e162;s3;b2;M;A1;7;8
e163;s3;b2;M;A1;8;9
e164;s3;b2;M;A1;9;10
e165;s3;b2;M;A1;10;11
e166;s3;b2;M;A1;11;12
e167;s3;b2;M;A1;12;13
e168;s3;b2;M;A3;13;14
e169;s3;b2;M;A1;14;15
e170;s3;b2;M;A1;15;16
e171;s3;b2;M;A1;16;17
e172;s3;b2;M;A1;17;18
e173;s3;b2;M;A1;18;19
e174;s3;b2;M;A1;19;20
e175;s3;b2;M;A1;20;21
e176;s3;b2;M;A1;21;22
e177;s3;b2;T;A1;6;7
e178;s3;b2;T;A1;7;8
e179;s3;b2;T;A4;8;9
e180;s3;b2;T;A1;9;10
e181;s3;b2;T;A2;10;11
e182;s3;b2;T;A2;11;12
e183;s3;b2;T;A2;12;13
e184;s3;b2;T;A2;13;14
e185;s3;b2;T;A2;14;15
e186;s3;b2;T;A1;15;16
e187;s3;b2;T;A1;16;17
e188;s3;b2;T;A1;17;18
e189;s3;b2;T;A1;18;19
e190;s3;b2;T;A5;19;20
e191;s3;b2;T;A1;20;21
e192;s3;b2;T;A1;21;22
e193;s3;b2;W;A1;6;7
e194;s3;b2;W;A1;7;8
e195;s3;b2;W;A1;8;9
e196;s3;b2;W;A1;9;10
e197;s3;b2;W;A1;10;11
e198;s3;b2;W;A1;11;12
e199;s3;b2;W;A1;12;13
e200;s3;b2;W;A1;13;14
e201;s3;b3;W;A1;14;15
e202;s3;b3;W;A6;15;16
e203;s3;b3;W;A1;16;17
e204;s3;b3;W;A1;17;18
e205;s3;b3;W;A1;18;19
e206;s3;b3;W;A1;19;20
e207;s3;b3;W;A1;20;21
e208;s3;b3;W;A1;21;22
e209;s3;b3;TH;A1;6;7
e210;s3;b3;TH;A1;7;8
e211;s3;b3;TH;A1;8;9
e212;s3;b3;TH;A1;9;10
e213;s3;b3;TH;A1;10;11
e214;s3;b3;TH;A1;11;12
e215;s3;b3;TH;A1;12;13
e216;s3;b3;TH;A1;13;14
e217;s3;b3;TH;A1;14;15
e218;s3;b3;TH;A1;15;16
e219;s3;b3;TH;A1;16;17
e220;s3;b3;TH;A1;17;18
e221;s3;b3;TH;A1;18;19
e222;s3;b3;TH;A1;19;20
e223;s3;b3;TH;A1;20;21
e224;s3;b3;TH;A1;21;22
e225;s3;b3;F;A1;6;7
e226;s3;b3;F;A2;7;8
e227;s3;b3;F;A2;8;9
e228;s3;b3;F;A2;9;10
e229;s3;b3;F;A2;10;11
e230;s3;b3;F;A2;11;12
e231;s3;b3;F;A1;12;13
e232;s3;b3;F;A1;13;14
e233;s3;b3;F;A1;14;15
e234;s3;b3;F;A1;15;16
e235;s3;b3;F;A1;16;17
e236;s3;b3;F;A1;17;18
e237;s3;b3;F;A1;18;19
e238;s3;b3;F;A1;19;20
e239;s3;b3;F;A1;20;21
e240;s3;b3;F;A1;21;22
e241;s4;b3;M;A1;6;7
e242;s4;b3;M;A1;7;8
e243;s4;b3;M;A1;8;9
e244;s4;b3;M;A1;9;10
e245;s4;b3;M;A1;10;11
e246;s4;b3;M;A1;11;12
e247;s4;b3;M;A1;12;13
e248;s4;b3;M;A1;13;14
e249;s4;b3;M;A1;14;15
e250;s4;b3;M;A1;15;16
e251;s4;b3;M;A1;16;17
e252;s4;b3;M;A1;17;18
e253;s4;b3;M;A2;18;19
e254;s4;b3;M;A2;19;20
e255;s4;b3;M;A2;20;21
e256;s4;b3;M;A2;21;22
e257;s4;b3;T;A2;6;7
e258;s4;b3;T;A2;7;8
e259;s4;b3;T;A1;8;9
e260;s4;b3;T;A1;9;10
e261;s4;b3;T;A1;10;11
e262;s4;b3;T;A1;11;12
e263;s4;b3;T;A1;12;13
e264;s4;b3;T;A1;13;14
e265;s4;b3;T;A1;14;15
e266;s4;b3;T;A1;15;16
e267;s4;b3;T;A1;16;17
e268;s4;b3;T;A3;17;18
e269;s4;b3;T;A1;18;19
e270;s4;b3;T;A1;19;20
e271;s4;b3;T;A1;20;21
e272;s4;b3;T;A1;21;22
e273;s4;b3;W;A1;6;7
e274;s4;b3;W;A1;7;8
e275;s4;b3;W;A1;8;9
e276;s4;b3;W;A1;9;10
e277;s4;b3;W;A1;10;11
e278;s4;b3;W;A1;11;12
e279;s4;b3;W;A4;12;13
e280;s4;b3;W;A1;13;14
e281;s4;b3;W;A2;14;15
e282;s4;b3;W;A2;15;16
e283;s4;b3;W;A2;16;17
e284;s4;b3;W;A2;17;18
e285;s4;b3;W;A2;18;19
e286;s4;b3;W;A1;19;20
e287;s4;b3;W;A1;20;21
e288;s4;b3;W;A1;21;22
e289;s4;b3;TH;A1;6;7
e290;s4;b3;TH;A5;7;8
e291;s4;b3;TH;A1;8;9
e292;s4;b3;TH;A1;9;10
e293;s4;b3;TH;A1;10;11
e294;s4;b3;TH;A1;11;12
e295;s4;b3;TH;A1;12;13
e296;s4;b3;TH;A1;13;14
e297;s4;b3;TH;A1;14;15
e298;s4;b3;TH;A1;15;16
e299;s4;b3;TH;A1;16;17
e300;s4;b3;TH;A1;17;18
e301;s4;b1;TH;A1;18;19
e302;s4;b1;TH;A6;19;20
e303;s4;b1;TH;A1;20;21
e304;s4;b1;TH;A1;21;22
e305;s4;b1;F;A1;6;7
e306;s4;b1;F;A1;7;8
e307;s4;b1;F;A1;8;9
e308;s4;b1;F;A1;9;10
e309;s4;b1;F;A1;10;11
e310;s4;b1;F;A1;11;12
e311;s4;b1;F;A1;12;13
e312;s4;b1;F;A1;13;14
e313;s4;b1;F;A1;14;15
e314;s4;b1;F;A1;15;16
e315;s4;b1;F;A1;16;17
e316;s4;b1;F;A1;17;18
e317;s4;b1;F;A1;18;19
e318;s4;b1;F;A1;19;20
e319;s4;b1;F;A1;20;21
e320;s4;b1;F;A1;21;22
e321;s5;b1;M;A1;6;7
e322;s5;b1;M;A1;7;8
e323;s5;b1;M;A1;8;9
e324;s5;b1;M;A1;9;10
e325;s5;b1;M;A1;10;11
e326;s5;b1;M;A2;11;12
e327;s5;b1;M;A2;12;13
e328;s5;b1;M;A2;13;14
e329;s5;b1;M;A2;14;15
e330;s5;b1;M;A2;15;16
e331;s5;b1;M;A1;16;17
e332;s5;b1;M;A1;17;18
e333;s5;b1;M;A1;18;19
e334;s5;b1;M;A1;19;20
e335;s5;b1;M;A1;20;21
e336;s5;b1;M;A1;21;22
e337;s5;b1;T;A1;6;7
e338;s5;b1;T;A1;7;8
e339;s5;b1;T;A1;8;9
e340;s5;b1;T;A1;9;10
e341;s5;b1;T;A1;10;11
e342;s5;b1;T;A1;11;12
e343;s5;b1;T;A1;12;13
e344;s5;b1;T;A1;13;14
e345;s5;b1;T;A1;14;15
e346;s5;b1;T;A1;15;16
e347;s5;b1;T;A1;16;17
e348;s5;b1;T;A1;17;18
e349;s5;b1;T;A1;18;19
e350;s5;b1;T;A1;19;20
e351;s5;b1;T;A1;20;21
e352;s5;b1;T;A1;21;22
e353;s5;b1;W;A2;6;7
e354;s5;b1;W;A2;7;8
e355;s5;b1;W;A2;8;9
e356;s5;b1;W;A2;9;10
e357;s5;b1;W;A2;10;11
e358;s5;b1;W;A2;11;12
e359;s5;b1;W;A1;12;13
e360;s5;b1;W;A1;13;14
e361;s5;b1;W;A1;14;15
e362;s5;b1;W;A1;15;16
e363;s5;b1;W;A1;16;17
e364;s5;b1;W;A1;17;18
e365;s5;b1;W;A1;18;19
e366;s5;b1;W;A1;19;20
e367;s5;b1;W;A1;20;21
e368;s5;b1;W;A3;21;22
e369;s5;b1;TH;A1;6;7
e370;s5;b1;TH;A1;7;8
e371;s5;b1;TH;A1;8;9
e372;s5;b1;TH;A1;9;10
e373;s5;b1;TH;A1;10;11
e374;s5;b1;TH;A1;11;12
e375;s5;b1;TH;A1;12;13
e376;s5;b1;TH;A1;13;14
e377;s5;b1;TH;A1;14;15
e378;s5;b1;TH;A1;15;16
e379;s5;b1;TH;A4;16;17
e380;s5;b1;TH;A1;17;18
e381;s5;b1;TH;A2;18;19
e382;s5;b1;TH;A2;19;20
e383;s5;b1;TH;A2;20;21
e384;s5;b1;TH;A2;21;22
e385;s5;b1;F;A2;6;7
e386;s5;b1;F;A1;7;8
e387;s5;b1;F;A1;8;9
e388;s5;b1;F;A1;9;10
e389;s5;b1;F;A1;10;11
e390;s5;b1;F;A5;11;12
e391;s5;b1;F;A1;12;13
e392;s5;b1;F;A1;13;14
e393;s5;b1;F;A1;14;15
e394;s5;b1;F;A1;15;16
e395;s5;b1;F;A1;16;17
e396;s5;b1;F;A1;17;18
e397;s5;b1;F;A1;18;19
e398;s5;b1;F;A1;19;20
e399;s5;b1;F;A1;20;21
e400;s5;b1;F;A1;21;22
